Episode,Winner,Duration,RemainingHealth
1964,Player2,72709.00,40
1965,Player2,72737.09,20
1966,Player2,72753.04,60
1967,Player2,72771.67,40
1969,Player2,72843.67,60
1971,Player2,72887.68,40
1972,Player2,72913.06,60
1974,Player2,72945.02,20
1975,Player2,72978.46,20
1976,Player2,72985.00,80
1977,Player2,72999.67,60
1980,Player2,73107.67,20
1981,Player2,73115.68,60
1982,Player2,73145.14,60
1983,Player2,73187.68,20
1984,Player2,73202.74,60
1985,Player2,73228.00,40
1987,Player2,73286.74,20
1989,Player2,73312.00,60
1991,Player2,73366.70,40
1992,Player2,73402.70,40
1993,Player2,73412.02,60
2003,Player2,73723.36,20
2004,Player2,73740.88,60
2005,Player2,73755.34,40
2006,Player2,73772.68,20
2012,Player2,73890.67,20
2013,Player2,73912.06,80
2019,Player2,74097.34,40
2021,Player2,74150.80,20
2023,Player2,74176.60,20
2026,Player2,74295.67,80
2027,Player2,74321.35,80
2028,Player2,74348.09,60
2029,Player2,74389.36,40
2032,Player2,74437.42,40
2034,Player2,74474.74,80
2036,Player2,74552.35,20
2039,Player2,74655.70,60
2041,Player2,74730.88,20
2042,Player2,74767.13,20
2048,Player2,74928.67,40
2049,Player2,74946.02,20
2051,Player2,75031.36,60
2054,Player2,75093.10,20
2059,Player2,75249.02,20
2060,Player2,75276.04,20
2062,Player2,75309.34,40
2063,Player2,75322.72,20
2065,Player2,75366.67,20
2066,Player2,75400.00,60
2070,Player2,75489.40,20
2071,Player2,75542.68,40
2074,Player2,75649.36,20
2080,Player2,75856.36,40
2084,Player2,75992.68,20
2085,Player2,76023.34,20
2091,Player2,76174.06,20
2092,Player2,76198.06,40
2093,Player2,76211.38,60
2094,Player2,76224.67,40
2097,Player2,76340.74,40
2099,Player2,76396.70,60
2101,Player2,76463.38,20
2102,Player2,76491.34,60
2104,Player2,76511.35,80
2106,Player2,76534.13,60
2107,Player2,76570.00,40
2110,Player2,76672.70,40
2113,Player2,76719.34,40
2114,Player2,76738.00,20
2115,Player2,76760.68,40
2116,Player2,76798.06,20
2118,Player2,76852.70,40
2119,Player2,76874.02,20
2121,Player2,76930.30,20
2123,Player2,76989.34,40
2124,Player2,77022.67,40
2125,Player2,77041.36,60
2126,Player2,77072.02,40
2127,Player2,77082.67,80
2128,Player2,77120.02,40
2129,Player2,77144.02,40
2130,Player2,77149.48,60
2131,Player2,77165.35,60
2132,Player2,77173.42,80
2133,Player2,77181.34,20
2137,Player2,77309.35,40
2139,Player2,77349.34,40
2140,Player2,77393.35,20
2142,Player2,77444.38,60
2143,Player2,77476.36,80
2145,Player2,77536.36,20
2146,Player2,77557.70,80
2149,Player2,77643.01,20
2150,Player2,77669.68,60
2154,Player2,77754.10,20
2156,Player2,77792.74,40
2157,Player2,77814.01,40
2158,Player2,77832.67,20
2159,Player2,77847.34,40
2160,Player2,77863.36,40
2161,Player2,77874.01,40
2162,Player2,77918.02,40
2166,Player2,78000.67,60
2167,Player2,78034.42,20
2169,Player2,78067.72,20
2171,Player2,78094.70,40
2173,Player2,78149.38,20
2174,Player2,78176.02,60
2175,Player2,78194.86,40
2180,Player2,78309.34,80
2181,Player2,78368.08,40
2182,Player2,78412.13,60
2183,Player2,78461.80,20
2184,Player2,78476.35,40
2189,Player2,78605.86,20
2190,Player2,78615.01,60
2196,Player2,78728.68,40
2197,Player2,78769.00,20
2199,Player2,78805.36,60
2202,Player2,78873.40,20
2205,Player2,78916.36,40
2207,Player2,78985.72,60
2211,Player2,79065.67,60
2213,Player2,79105.84,20
2214,Player2,79123.36,60
2215,Player2,79143.34,80
2216,Player2,79180.72,20
2217,Player2,79200.67,60
2219,Player2,79240.78,60
2220,Player2,79255.36,60
2224,Player2,79331.35,20
2225,Player2,79348.69,40
2226,Player2,79366.00,60
2227,Player2,79383.67,60
2229,Player2,79407.67,80
2230,Player2,79443.67,40
2235,Player2,79583.80,20
2236,Player2,79601.35,20
2238,Player2,79653.34,20
2241,Player2,79716.01,40
2245,Player2,79780.06,20
2246,Player2,79802.68,20
2251,Player2,79933.69,60
2252,Player2,79959.01,60
2253,Player2,79972.42,80
2257,Player2,80048.38,40
2258,Player2,80068.42,20
2263,Player2,80187.01,20
2266,Player2,80255.02,40
2267,Player2,80269.72,40
2269,Player2,80335.36,40
2274,Player2,80469.01,20
2279,Player2,80573.08,60
2280,Player2,80593.06,60
2283,Player2,80680.00,60
2284,Player2,80721.46,20
2286,Player2,80785.72,60
2287,Player2,80804.74,100
2288,Player2,80822.08,20
2289,Player2,80843.44,20
2290,Player2,80868.67,20
2295,Player2,80994.01,20
2297,Player2,81039.40,20
2298,Player2,81092.92,20
2300,Player2,81126.04,20
2301,Player2,81158.02,60
2303,Player2,81212.68,100
2306,Player2,81264.01,60
2307,Player2,81289.36,20
2309,Player2,81328.06,60
2317,Player2,81508.42,60
2318,Player2,81523.00,40
2321,Player2,81645.70,20
2328,Player2,81862.36,20
2329,Player2,81881.02,40
2330,Player2,81922.69,60
2331,Player2,81946.69,40
2332,Player2,81960.04,20
2334,Player2,82002.67,20
2335,Player2,82032.01,80
2337,Player2,82086.82,40
2338,Player2,82101.34,60
2340,Player2,82129.36,40
2343,Player2,82243.06,40
2345,Player2,82303.36,20
2346,Player2,82331.35,20
2349,Player2,82436.68,20
2352,Player2,82511.80,60
2353,Player2,82521.01,20
2358,Player2,82652.02,20
2360,Player2,82712.02,40
2361,Player2,82730.74,20
2362,Player2,82745.35,60
2363,Player2,82773.46,40
2364,Player2,82789.42,20
2371,Player2,82984.78,20
2373,Player2,83016.67,40
2374,Player2,83034.01,60
2378,Player2,83123.44,40
2379,Player2,83138.02,60
2380,Player2,83179.42,40
2384,Player2,83248.69,20
2385,Player2,83264.74,40
2386,Player2,83300.74,20
2387,Player2,83328.67,20
2388,Player2,83354.02,80
2394,Player2,83495.80,100
2410,Player2,83903.50,20
2411,Player2,83936.02,20
2412,Player2,83968.36,40
2414,Player2,84034.39,60
2415,Player2,84062.35,40
2416,Player2,84089.59,40
2419,Player2,84150.85,60
2421,Player2,84191.17,20
2425,Player2,84318.01,60
2426,Player2,84343.36,40
2431,Player2,84451.39,100
2435,Player2,84514.00,60
2436,Player2,84558.07,20
2437,Player2,84595.36,20
2438,Player2,84612.67,20
2440,Player2,84683.77,20
2441,Player2,84691.69,20
2446,Player2,84798.34,40
2453,Player2,85027.69,20
2456,Player2,85105.09,40
2458,Player2,85139.68,80
2459,Player2,85159.69,20
2467,Player2,85360.15,20
2473,Player2,85555.09,20
2474,Player2,85572.34,40
2477,Player2,85668.43,60
2479,Player2,85715.02,40
2481,Player2,85753.69,40
2482,Player2,85768.36,20
2487,Player2,85892.68,80
2489,Player2,85919.35,80
2492,Draw,60.00,20
2493,Player2,86076.01,60
2496,Player2,86152.81,40
2498,Player2,86180.68,60
2499,Player2,86217.01,20
2501,Player2,86241.01,40
2502,Player2,86271.67,60
2503,Player2,86310.43,40
2504,Player2,86346.67,40
2508,Player2,86433.91,40
2510,Player2,86514.01,20
2511,Player2,86531.35,20
2513,Player2,86590.03,40
2514,Player2,86618.35,40
2515,Player2,86643.01,20
2517,Player2,86744.41,20
2520,Player2,86859.49,60
2522,Player2,86899.69,20
2523,Player2,86951.68,20
2524,Player2,86989.09,40
2529,Player2,87102.67,40
2531,Player2,87136.69,40
2535,Player2,87276.73,60
2538,Player2,87348.67,60
2545,Player2,87519.73,20
2549,Player2,87605.02,40
2550,Player2,87632.02,40
2551,Player2,87641.35,60
2554,Player2,87729.37,100
2558,Player2,87826.75,20
2559,Player2,87853.36,20
2560,Player2,87891.01,40
2562,Player2,87921.73,60
2564,Player2,87976.45,20
2565,Player2,88009.69,100
2566,Player2,88022.35,20
2570,Player2,88113.34,40
2574,Player2,88196.02,20
2576,Player2,88240.09,40
2577,Player2,88249.36,60
2578,Player2,88282.69,60
2581,Player2,88350.67,20
2585,Player2,88437.67,60
2590,Player2,88548.07,20
2592,Player2,88589.35,40
2595,Player2,88667.05,20
2597,Draw,60.00,40
2598,Player2,88770.07,20
2599,Player2,88823.41,40
2601,Player2,88879.36,20
2602,Player2,88912.69,20
2606,Player2,89048.02,20
2608,Draw,60.00,20
2609,Player2,89175.01,60
2610,Player2,89192.41,40
2611,Player2,89209.69,40
2612,Player2,89220.34,20
2613,Player2,89235.01,20
2619,Player2,89413.09,20
2627,Player2,89617.03,40
2628,Player2,89657.02,40
2629,Player2,89678.59,40
2630,Player2,89697.37,80
2631,Player2,89714.71,60
2632,Player2,89733.67,80
2634,Player2,89791.03,20
2638,Player2,89879.02,20
2640,Player2,89968.39,20
2641,Player2,90005.77,40
2642,Player2,90019.27,20
2644,Player2,90047.53,40
2648,Player2,90160.69,80
2649,Player2,90202.03,60
2650,Player2,90227.35,20
2652,Player2,90262.09,60
2658,Player2,90375.73,60
2659,Player2,90407.83,60
2660,Player2,90423.67,40
2662,Player2,90511.75,40
2663,Player2,90537.01,60
2664,Player2,90593.35,20
2665,Player2,90608.02,20
2671,Player2,90723.07,20
2677,Player2,90862.39,40
2679,Player2,90907.80,40
2680,Player2,90926.35,20
2681,Player2,90965.02,20
2684,Player2,91034.35,80
2686,Player2,91069.09,40
2690,Player2,91157.02,40
2691,Player2,91174.36,80
2692,Player2,91207.80,20
2696,Player2,91324.03,40
2700,Player2,91416.67,60
2701,Player2,91436.71,80
2702,Player2,91467.34,20
2706,Player2,91519.69,40
2707,Player2,91534.36,40
2711,Player2,91678.36,40
2712,Player2,91707.67,20
2719,Player2,91863.67,40
2726,Player2,92038.36,40
2729,Player2,92087.68,40
2730,Player2,92101.03,60
2734,Player2,92224.03,20
2735,Player2,92250.73,40
2736,Player2,92274.73,20
2738,Player2,92305.36,60
2739,Player2,92343.79,60
2741,Player2,92409.07,60
2744,Player2,92480.41,40
2747,Player2,92544.34,60
2749,Player2,92569.69,60
2750,Player2,92579.02,80
2751,Player2,92595.07,60
2752,Player2,92641.80,20
2753,Player2,92675.02,20
2754,Player2,92715.37,20
2757,Player2,92799.34,20
2758,Player2,92828.05,20
2761,Player2,92904.01,20
2765,Player2,93012.07,20
2766,Player2,93033.61,80
2768,Player2,93093.67,20
2770,Player2,93156.34,40
2771,Player2,93176.35,40
2772,Player2,93194.02,20
2776,Player2,93254.17,40
2777,Player2,93282.37,40
2781,Player2,93358.36,20
2787,Player2,93493.15,80
2789,Player2,93546.73,20
2790,Player2,93588.25,20
2791,Player2,93596.68,60
2796,Player2,93715.36,20
2800,Player2,93819.34,20
2801,Player2,93832.80,20
2804,Player2,93926.35,20
2805,Player2,93955.69,40
2807,Player2,93998.68,40
2808,Player2,94024.03,80
2810,Player2,94060.09,80
2811,Player2,94085.68,20
2813,Player2,94167.13,20
2816,Player2,94222.09,40
2818,Player2,94277.05,60
2820,Player2,94322.41,20
2824,Player2,94419.66,20
2825,Player2,94459.69,20
2830,Player2,94572.01,20
2833,Player2,94635.01,20
2834,Player2,94688.34,40
2835,Player2,94704.66,40
2841,Player2,94825.03,40
2842,Player2,94865.02,20
2845,Player2,94945.03,20
2846,Player2,94985.11,20
2859,Player2,95259.13,60
2862,Player2,95347.03,40
2863,Player2,95365.69,20
2870,Player2,95522.02,20
2871,Player2,95563.36,40
2873,Player2,95617.36,20
2878,Player2,95791.03,40
2879,Player2,95807.02,60
2881,Player2,95858.34,20
2885,Player2,95979.73,20
2887,Player2,96038.02,60
2889,Player2,96062.14,20
2890,Player2,96083.44,20
2892,Player2,96148.69,40
2893,Player2,96156.66,80
2895,Player2,96199.41,40
2897,Player2,96256.77,20
2898,Player2,96263.44,80
2899,Player2,96278.08,60
2900,Player2,96296.68,80
2901,Player2,96311.44,60
2902,Player2,96324.70,60
2904,Player2,96363.34,80
2906,Player2,96400.72,20
2909,Player2,96476.68,40
2910,Player2,96490.02,100
2911,Player2,96507.34,60
2912,Player2,96536.73,40
2913,Player2,96551.34,60
2916,Player2,96627.34,20
2917,Player2,96644.68,60
2919,Player2,96682.02,20
2921,Player2,96728.80,20
2924,Player2,96790.18,20
2925,Player2,96827.38,20
2927,Player2,96862.30,60
2930,Player2,96953.32,20
2932,Player2,96993.40,20
2935,Player2,97094.73,80
2936,Player2,97126.69,40
2940,Player2,97259.20,40
2942,Player2,97289.68,60
2945,Player2,97360.41,60
2946,Player2,97400.34,20
2947,Player2,97433.68,60
2948,Player2,97448.34,40
2949,Player2,97465.72,60
2950,Player2,97503.09,60
2952,Player2,97572.52,20
2953,Player2,97615.02,20
2954,Player2,97669.69,20
2963,Player2,97944.34,20
2964,Player2,97971.04,40
2969,Player2,98103.40,40
2971,Player2,98140.69,40
2972,Player2,98167.41,80
2973,Player2,98189.02,20
2974,Player2,98231.68,20
2976,Player2,98278.36,20
2978,Player2,98342.34,40
2980,Player2,98382.34,20
2981,Player2,98395.77,40
2982,Player2,98411.73,20
2984,Player2,98447.68,60
2986,Player2,98498.34,40
2987,Player2,98525.20,20
2988,Player2,98555.73,40
2989,Player2,98585.02,60
2991,Player2,98674.69,40
2992,Player2,98696.02,60
2994,Player2,98777.44,60
2996,Player2,98836.02,20
3000,Player2,98920.05,40
3001,Player2,98957.44,40
3003,Player2,99006.82,20
3004,Player2,99026.80,80
3007,Player2,99102.76,20
3012,Player2,99226.69,20
3015,Player2,99304.02,60
3017,Player2,99368.34,20
3024,Player2,99506.08,20
3025,Player2,99561.01,20
3026,Player2,99590.34,40
3028,Player2,99638.34,40
3030,Player2,99692.08,40
3031,Player2,99743.02,60
3032,Player2,99768.82,20
3033,Player2,99816.70,60
3034,Player2,99847.41,80
3035,Player2,99864.70,40
3036,Player2,99884.68,60
3037,Player2,99903.34,100
3040,Player2,99986.38,40
3041,Player2,100006.40,20
3044,Player2,100094.30,20
3046,Player2,100141.40,40
3049,Player2,100208.10,100
3051,Player2,100248.00,60
3053,Player2,100329.90,20
3054,Player2,100347.00,80
3060,Player2,100491.70,60
3063,Player2,100573.00,20
3066,Player2,100636.10,20
3067,Player2,100660.00,40
3071,Player2,100722.80,20
3072,Player2,100741.80,20
3076,Player2,100812.30,40
3086,Player2,101110.00,60
3088,Player2,101152.00,20
3089,Player2,101174.70,20
3095,Player2,101300.00,60
3097,Player2,101332.20,80
3098,Player2,101361.40,60
3099,Player2,101409.30,20
3110,Player2,101668.40,40
3111,Player2,101681.80,20
3113,Player2,101757.70,40
3116,Player2,101853.70,60
3117,Player2,101869.70,60
3119,Player2,101937.70,60
3120,Player2,101976.30,20
3121,Player2,102015.00,20
3126,Player2,102145.00,20
3127,Player2,102174.40,80
3129,Player2,102241.40,20
3132,Player2,102300.00,60
3135,Player2,102364.40,20
3142,Player2,102533.90,60
3143,Player2,102548.40,60
3144,Player2,102573.80,40
3145,Player2,102600.60,40
3146,Player2,102631.50,20
3147,Player2,102647.40,40
3149,Player2,102691.40,20
3151,Player2,102738.00,40
3152,Player2,102768.70,40
3153,Player2,102783.30,80
3154,Player2,102800.10,40
3160,Player2,102954.70,40
3161,Player2,102986.70,20
3165,Player2,103122.40,20
3166,Player2,103155.80,60
3167,Player2,103177.00,20
3168,Player2,103205.00,20
3171,Player2,103309.00,20
3172,Player2,103327.70,60
3173,Player2,103348.10,20
3176,Player2,103408.40,40
3178,Player2,103469.70,20
3179,Player2,103485.70,60
3182,Player2,103537.70,100
3183,Player2,103553.90,80
3184,Player2,103579.00,20
3185,Player2,103604.50,20
3186,Player2,103624.50,40
3187,Player2,103665.70,40
3188,Player2,103692.40,40
3193,Player2,103832.70,40
3194,Player2,103840.70,40
3196,Player2,103864.70,40
3204,Player2,104065.00,20
3205,Player2,104106.30,40
3209,Player2,104211.70,20
3211,Player2,104249.00,20
3213,Player2,104306.30,20
3216,Player2,104394.40,20
3220,Player2,104495.70,40
3235,Player2,104829.00,20
3236,Player2,104866.40,20
3237,Player2,104877.00,40
3238,Player2,104894.30,60
3242,Player2,104970.70,20
3244,Player2,105048.00,20
3245,Player2,105084.00,40
3246,Player2,105110.70,40
3247,Player2,105126.70,20
3248,Player2,105146.70,100
3249,Player2,105175.00,20
3255,Player2,105311.90,60
3256,Player2,105341.40,60
3257,Player2,105365.30,40
3259,Player2,105397.40,20
3260,Player2,105429.30,20
3262,Player2,105464.00,60
3263,Player2,105508.10,20
3265,Player2,105567.00,20
3269,Player2,105655.70,60
3270,Player2,105677.30,40
3271,Player2,105697.40,80
3273,Player2,105759.00,40
3274,Player2,105801.80,40
3277,Player2,105851.10,60
3280,Player2,105946.40,20
3281,Player2,105976.00,20
3284,Draw,60.00,20
3285,Player2,106076.70,40
3286,Player2,106084.70,40
3287,Player2,106091.30,60
3288,Player2,106115.40,80
3292,Player2,106211.30,80
3293,Player2,106243.40,40
3294,Player2,106276.80,20
3297,Player2,106359.30,40
3299,Player2,106391.30,40
3300,Player2,106447.70,20
3302,Player2,106483.70,60
3306,Player2,106564.40,40
3309,Player2,106619.10,60
3311,Player2,106648.50,20
3313,Player2,106675.00,40
3315,Player2,106719.00,20
3316,Player2,106740.30,60
3317,Player2,106751.10,60
3318,Player2,106792.40,20
3320,Player2,106833.70,20
3322,Player2,106888.40,20
3323,Player2,106903.00,40
3324,Player2,106932.30,20
3326,Player2,106975.00,40
3327,Player2,106992.30,20
3328,Player2,107029.70,20
3329,Player2,107051.00,40
3332,Player2,107111.30,60
3334,Player2,107163.40,80
3335,Player2,107182.00,40
3336,Player2,107199.30,20
3337,Player2,107216.70,40
3338,Player2,107230.10,20
3339,Player2,107248.80,80
3341,Player2,107303.70,60
3344,Player2,107373.40,20
3345,Player2,107416.10,40
3349,Player2,107528.30,20
3351,Player2,107557.70,40
3353,Player2,107593.70,60
3355,Player2,107648.70,20
3357,Player2,107700.80,60
3358,Player2,107724.70,20
3361,Player2,107787.70,60
3364,Player2,107845.00,60
3365,Player2,107861.10,20
3371,Player2,107973.00,40
3374,Player2,108064.40,80
3375,Player2,108083.00,20
3376,Player2,108112.70,20
3377,Player2,108127.40,60
3378,Player2,108143.40,80
3379,Player2,108163.70,40
3380,Player2,108182.50,20
3382,Player2,108242.30,60
3385,Player2,108327.70,40
3386,Player2,108354.30,20
3389,Player2,108425.00,20
3390,Player2,108438.30,20
3401,Player1,60.00,40
3402,Player2,108688.40,60
3403,Player2,108699.00,20
3404,Player2,108731.00,20
3409,Player2,108821.20,40
3412,Player2,108853.10,40
3413,Player2,108873.00,40
3418,Player2,109004.20,40
3419,Player2,109017.70,40
3423,Player2,109128.10,20
3424,Player2,109149.40,40
3425,Player2,109160.00,60
3433,Player2,109348.20,60
3434,Player2,109380.00,80
3435,Player2,109397.50,20
3436,Player2,109429.40,40
3438,Player2,109465.40,80
3439,Player2,109476.00,40
3440,Player2,109512.00,40
3445,Player2,109636.00,20
3446,Player2,109665.40,80
3447,Player2,109704.10,20
3450,Player2,109750.90,60
3452,Player2,109789.40,20
3455,Player2,109836.80,40
3456,Player2,109862.50,40
3457,Player2,109894.40,60
3460,Player2,109942.40,40
3461,Player2,109951.70,60
3462,Player2,109966.40,40
3472,Player2,110184.20,20
3476,Player2,110284.00,60
3479,Player2,110356.00,20
3481,Player2,110436.00,20
3482,Player2,110460.00,20
3484,Player2,110517.40,20
3485,Player2,110534.70,20
3491,Player2,110678.70,20
3492,Player2,110689.40,40
3493,Player2,110719.10,60
3495,Player2,110824.40,20
3502,Player2,110987.00,20
3503,Player2,111012.30,40
3504,Player2,111048.30,60
3507,Player2,111117.70,20
3509,Player2,111136.40,60
3511,Player2,111197.70,60
3513,Player2,111248.50,20
3520,Player2,111373.80,40
3524,Player2,111443.40,40
3525,Player2,111460.70,60
3526,Player2,111468.80,40
3529,Player2,111530.00,40
3531,Player2,111586.00,60
3533,Player2,111638.00,20
3539,Player2,111790.00,20
3542,Player2,111883.40,40
3546,Player2,111968.80,40
3550,Player2,112044.00,40
3551,Player2,112093.40,20
3552,Player2,112117.40,60
3557,Player2,112178.70,40
3558,Player2,112204.00,40
3560,Player2,112234.70,20
3565,Player2,112366.70,20
3567,Player2,112393.40,20
3568,Player2,112414.70,40
3569,Player2,112434.70,60
3570,Player2,112449.30,60
3573,Player2,112533.70,20
3574,Player2,112551.10,40
3575,Player2,112557.70,60
3577,Player2,112588.40,20
3585,Player2,112755.70,40
3591,Player2,112910.70,20
3593,Player2,112940.00,40
3596,Player2,113032.10,80
3598,Player2,113086.80,60
3599,Player2,113093.30,60
3600,Player2,113118.70,40
3602,Player2,113157.80,40
3606,Player2,113248.70,20
3607,Player2,113255.30,80
3611,Player2,113360.70,60
3612,Player2,113378.00,60
3613,Player2,113392.70,80
3616,Player2,113463.80,20
3619,Player2,113507.70,40
3620,Player2,113531.80,60
3624,Player2,113635.70,20
3627,Player2,113678.40,20
3633,Player2,113807.70,60
3634,Player2,113823.70,40
3639,Player2,113934.40,40
3641,Player2,113963.80,20
3645,Player2,114020.00,40
3652,Player2,114192.40,40
3654,Player2,114233.70,40
3655,Player2,114265.70,60
3657,Player2,114335.30,60
3659,Player2,114370.00,60
3660,Player2,114387.40,40
3663,Player2,114419.30,60
3665,Player2,114443.40,60
3666,Player2,114483.40,40
3667,Player2,114520.70,60
3670,Player2,114587.70,20
3671,Player2,114602.30,40
3672,Player2,114615.70,40
3680,Player2,114765.40,60
3683,Player2,114814.70,40
3684,Player2,114830.70,20
3687,Player2,114924.40,20
3688,Player2,114951.00,40
3692,Player2,115073.30,20
3696,Player2,115137.70,40
3698,Player2,115184.40,40
3701,Player2,115249.70,20
3702,Player2,115279.10,40
3703,Player2,115304.30,60
3704,Player2,115325.80,40
3705,Player2,115352.30,80
3706,Player2,115363.00,40
3707,Player2,115391.00,40
3712,Player2,115487.00,80
3716,Player2,115537.70,60
3719,Player2,115584.70,40
3720,Player2,115602.10,20
3721,Player2,115619.30,40
3722,Player2,115630.10,40
3723,Player2,115650.30,20
3730,Player2,115817.00,40
3733,Player2,115862.30,40
3740,Player2,115960.10,20
3742,Player2,115990.70,20
3743,Player2,116005.40,20
3744,Player2,116042.70,40
3746,Player2,116074.70,60
3747,Player2,116101.40,40
3750,Player2,116162.70,20
3752,Player2,116177.30,60
3759,Player2,116325.70,20
3760,Player2,116377.80,40
3766,Player2,116484.40,20
3767,Player2,116504.40,40
3768,Player2,116525.70,20
3771,Player2,116568.40,40
3775,Player2,116649.70,60
3777,Player2,116687.00,80
3778,Player2,116716.40,20
3779,Player2,116740.40,60
3781,Player2,116777.70,20
3782,Player2,116807.00,20
3784,Player2,116861.70,20
3792,Player2,117016.40,20
3797,Player2,117104.40,20
3802,Player2,117208.40,60
3809,Player2,117417.10,60
3810,Player2,117450.40,60
3812,Player2,117501.00,40
3818,Player2,117638.70,40
3819,Player2,117648.00,40
3824,Player2,117697.40,40
3825,Player2,117713.30,60
3827,Player2,117770.70,40
3828,Player2,117804.40,40
3829,Player2,117819.10,40
3831,Player2,117860.90,20
3832,Player2,117890.30,20
3834,Player2,117910.40,20
3836,Player2,117944.00,40
3839,Player2,118018.70,40
3840,Player2,118038.80,100
3841,Player2,118082.70,20
3844,Player2,118156.00,40
3852,Player2,118376.10,20
3854,Player2,118412.00,20
3859,Player2,118517.30,20
3861,Player2,118588.00,40
3862,Player2,118627.00,40
3863,Player2,118648.40,80
3864,Player2,118675.00,40
3866,Player2,118707.10,40
3867,Player2,118756.40,40
3868,Player2,118793.70,20
3869,Player2,118812.40,60
3870,Player2,118851.00,20
3876,Player2,119006.30,100
3877,Player2,119022.40,20
3879,Player2,119069.00,40
3882,Player2,119171.70,20
3883,Player2,119187.80,40
3886,Player2,119227.70,20
3887,Player2,119235.70,60
3889,Player2,119296.00,40
3893,Player2,119401.70,40
3894,Player2,119431.00,60
3898,Player2,119491.00,40
3902,Player2,119624.30,80
3904,Player2,119644.40,40
3909,Player2,119738.00,40
3910,Player2,119768.70,40
3916,Player2,119906.70,20
3919,Player2,119952.10,40
3923,Player2,120029.40,60
3924,Player2,120034.70,40
3925,Player2,120050.70,80
3926,Player2,120073.40,20
3927,Player2,120124.10,20
3928,Player2,120153.40,20
3932,Player2,120254.70,80
3935,Player2,120346.70,20
3938,Player2,120397.70,80
3939,Player2,120413.80,20
3942,Player2,120465.70,40
3943,Player2,120483.00,40
3944,Player2,120504.60,40
3945,Player2,120515.30,40
3947,Player2,120576.80,20
3948,Player2,120594.00,80
3949,Player2,120619.40,20
3950,Player2,120636.70,20
3952,Player2,120705.00,40
3953,Player2,120714.40,20
3958,Player2,120842.70,20
3959,Player2,120862.70,40
3960,Player2,120909.40,60
3961,Player2,120920.10,40
3964,Player2,120993.70,60
3965,Player2,121013.70,20
3966,Player2,121029.80,40
3968,Player2,121045.70,20
3969,Player2,121069.70,40
3971,Player2,121112.70,40
3974,Player2,121163.30,20
3975,Player2,121171.40,20
3976,Player2,121207.40,60
3977,Player2,121228.70,20
3984,Player2,121391.50,40
3986,Player2,121434.40,80
3988,Player2,121477.00,60
3990,Player2,121521.40,60
3991,Player2,121553.30,80
3993,Player2,121600.00,20
3994,Player2,121608.00,40
3999,Draw,60.00,40
4009,Player2,122075.70,40
4010,Player2,122104.00,20
4012,Player2,122152.00,40
4013,Player2,122174.70,40
4014,Player2,122201.40,20
4017,Player2,122252.00,60
4018,Player2,122261.30,20
4019,Player2,122293.40,20
4020,Player2,122313.40,40
4021,Player2,122318.70,80
4026,Player2,122472.40,20
4027,Player2,122501.70,60
4028,Player2,122527.00,80
4030,Player2,122580.40,40
4031,Player2,122619.40,20
4037,Player2,122740.10,20
4038,Player2,122764.40,40
4044,Player2,122891.00,20
4045,Player2,122908.40,60
4046,Player2,122925.80,20
4048,Player2,122964.40,20
4051,Player2,123016.40,80
4054,Player2,123057.80,20
4056,Player2,123083.10,40
4057,Player2,123089.70,80
4059,Player2,123140.30,40
4061,Player2,123191.30,20
4064,Player2,123272.70,60
4069,Player2,123395.70,20
4071,Player2,123459.70,60
4074,Player2,123511.70,20
4080,Player2,123650.70,80
4081,Player2,123680.00,20
4083,Player2,123724.40,40
4086,Player2,123804.40,20
4092,Player2,123963.00,40
4093,Player2,123984.40,60
4095,Player2,124020.40,80
4103,Player2,124156.40,40
4104,Player2,124177.70,20
4105,Player2,124196.40,40
4107,Player2,124245.80,40
4108,Player2,124275.00,60
4112,Player2,124347.00,20
4115,Player2,124429.00,40
4117,Player2,124482.50,40
4118,Player2,124519.70,20
4119,Player2,124556.20,40
4126,Player2,124707.40,20
4130,Player2,124836.80,20
4131,Player2,124859.30,20
4132,Player2,124886.00,20
4134,Player2,124918.00,40
4138,Player2,125024.70,40
4139,Player2,125075.70,80
4142,Draw,60.00,20
4146,Player2,125250.70,20
4147,Player2,125260.00,60
4150,Player2,125343.10,20
4151,Player2,125359.00,60
4153,Player2,125383.00,20
4154,Player2,125429.70,40
4157,Player2,125497.70,80
4159,Player2,125551.00,40
4160,Player2,125582.00,60
4162,Player2,125648.70,40
4163,Player2,125662.00,20
4164,Player2,125675.40,80
4165,Player2,125691.40,60
4166,Player2,125706.10,60
4167,Player2,125722.00,60
4169,Player2,125761.00,20
4171,Player2,125849.00,60
4172,Player2,125907.80,20
4173,Player2,125938.40,20
4174,Player2,125966.50,40
4182,Player2,126130.70,20
4184,Player2,126201.70,40
4189,Player2,126343.40,20
4197,Player2,126516.00,80
4199,Player2,126556.00,40
4200,Player2,126586.80,40
4201,Player2,126612.00,40
4202,Player2,126618.80,60
4204,Player2,126688.00,20
4210,Player2,126832.00,20
4213,Player2,126896.30,60
4214,Player2,126927.00,60
4215,Player2,126948.40,20
4216,Player2,126989.90,20
4217,Player2,127007.10,60
4218,Player2,127035.00,40
4219,Player2,127072.40,20
4222,Player2,127147.00,40
4223,Player2,127163.00,20
4227,Player2,127225.80,40
4228,Player2,127242.00,80
4230,Player2,127296.90,20
4233,Player2,127378.00,60
4234,Player2,127420.80,60
4235,Player2,127447.40,20
4236,Player2,127467.40,40
