Episode,Winner,Duration,RemainingHealth
4239,Player2,127583.70,20
4241,Player2,127646.30,40
4242,Player2,127671.80,60
4243,Player2,127699.70,40
4249,Player2,127822.40,40
4250,Player2,127847.90,40
4251,Player2,127863.80,40
4253,Player2,127933.40,40
4254,Player2,127961.40,40
4259,Player2,128053.40,40
4261,Player2,128082.80,80
4262,Player2,128109.40,20
4266,Player2,128201.40,20
4268,Player2,128256.10,40
4271,Player2,128323.00,60
4274,Player2,128376.40,40
4275,Player2,128416.40,60
4276,Player2,128458.00,60
4277,Player2,128468.70,20
4279,Player2,128531.30,20
4280,Player2,128559.40,60
4288,Player2,128732.70,60
4291,Player2,128845.10,60
4295,Player2,128981.00,40
4299,Player2,129089.00,20
4310,Player2,129421.00,40
4315,Player2,129531.70,60
4320,Player2,129646.70,20
4321,Player2,129680.00,20
4323,Player2,129732.10,40
4326,Player2,129781.40,80
4329,Player2,129877.40,40
4330,Player2,129904.10,20
4331,Player2,129934.70,20
4332,Player2,129975.00,20
4336,Player2,130070.00,20
4338,Player2,130110.00,20
4339,Player2,130140.80,40
4342,Player2,130219.40,40
4343,Player2,130255.70,20
4345,Player2,130302.50,40
4346,Player2,130310.50,60
4355,Player2,130576.00,60
4360,Player2,130700.00,20
4363,Player2,130744.00,20
4364,Player2,130760.00,40
4366,Player2,130796.00,20
4368,Player2,130845.40,40
4369,Player2,130870.70,20
4370,Player2,130909.40,20
4371,Player2,130929.40,80
4372,Player2,130945.40,20
4375,Player2,131010.70,20
4377,Player2,131045.30,40
4379,Player2,131088.00,40
4380,Player2,131106.80,40
4383,Player2,131189.40,40
4385,Player2,131222.70,60
4386,Player2,131249.30,60
4390,Player2,131328.40,60
4394,Player2,131456.70,20
4395,Player2,131487.40,20
4398,Player2,131528.70,20
4402,Player2,131661.00,40
4403,Player2,131682.40,40
4404,Player2,131699.70,20
4407,Player2,131750.30,20
4410,Player2,131848.10,40
4414,Player2,131954.80,20
4417,Player2,132052.80,60
4437,Player2,132550.30,60
4438,Player2,132581.00,60
4440,Player2,132620.00,40
4441,Player2,132628.30,60
4442,Player2,132646.70,40
4447,Player2,132748.00,20
4448,Player2,132774.70,20
4452,Player2,132856.00,40
4453,Player2,132894.70,40
4454,Player2,132936.00,20
4462,Player2,133075.00,40
4466,Player2,133183.00,40
4467,Player2,133212.70,80
4469,Player2,133294.00,20
4470,Player2,133338.40,20
4471,Player2,133390.30,20
4472,Player2,133411.70,20
4477,Player2,133506.40,20
4484,Player2,133728.10,20
4485,Player2,133755.10,20
4486,Player2,133803.00,20
4488,Player2,133845.70,20
4489,Player2,133864.30,40
4490,Player2,133912.40,20
4493,Player2,133991.30,40
4494,Player2,134010.10,60
4499,Player2,134168.80,20
4500,Player2,134202.00,20
4501,Player2,134212.80,20
4502,Player2,134244.70,20
4503,Player2,134262.00,40
4505,Player2,134324.70,60
4507,Player2,134386.00,20
4508,Player2,134423.30,60
4511,Player2,134486.00,20
4512,Player2,134507.30,60
4513,Player2,134531.40,40
4515,Player2,134556.70,60
4517,Player2,134618.00,60
4518,Player2,134644.70,40
4525,Player2,134800.70,20
4527,Player2,134840.70,20
4528,Player2,134859.40,40
4532,Player2,134915.30,40
4533,Player2,134931.40,40
4534,Player2,134979.40,20
4535,Player2,134995.30,20
4537,Player2,135031.30,40
4538,Player2,135082.00,60
4540,Player2,135135.40,20
4542,Player2,135197.00,40
4543,Player2,135211.80,20
4544,Player2,135249.10,20
4548,Player2,135320.30,20
4551,Player2,135392.40,40
4553,Player2,135453.80,20
4554,Player2,135477.70,40
4555,Player2,135513.70,60
4556,Player2,135532.30,40
4562,Player2,135658.00,40
4564,Player2,135710.00,20
4575,Player2,135971.70,20
4577,Player2,136049.30,60
4578,Player2,136097.40,20
4579,Player2,136145.30,20
4581,Player2,136205.30,40
4582,Player2,136241.30,40
4583,Player2,136284.10,20
4587,Player2,136366.70,80
4589,Player2,136434.70,20
4593,Player2,136498.70,20
4595,Player2,136540.00,40
4597,Player2,136593.70,60
4601,Player2,136679.00,20
4602,Player2,136704.40,20
4604,Player2,136760.30,20
4606,Player2,136820.30,80
4607,Player2,136836.40,60
4608,Player2,136872.40,20
4609,Player2,136887.00,80
4610,Player2,136915.00,40
4613,Player2,136987.10,60
4616,Player2,137087.10,60
4617,Player2,137104.40,40
4619,Player2,137144.70,40
4625,Player2,137327.30,60
4626,Player2,137334.00,40
4631,Player2,137509.10,60
4635,Player2,137606.70,80
4637,Player2,137634.70,20
4639,Player2,137696.00,60
4642,Player2,137749.30,40
4644,Player2,137798.70,40
4647,Player2,137866.90,20
4651,Player2,137996.10,20
4652,Player2,138013.30,20
4656,Player2,138108.40,20
4657,Player2,138125.70,40
4662,Player2,138240.40,60
4663,Player2,138261.70,20
4664,Player2,138301.70,60
4669,Player2,138411.00,20
4670,Player2,138439.10,60
4671,Player2,138465.70,20
4672,Player2,138484.40,40
4673,Player2,138501.70,40
4675,Player2,138523.10,40
4677,Player2,138562.10,20
4680,Player2,138623.30,40
4684,Player2,138714.00,20
4687,Player2,138803.50,40
4690,Player2,138867.40,80
4691,Player2,138891.40,60
4693,Player2,138947.30,40
4698,Player2,139067.50,20
4699,Player2,139094.00,40
4703,Player2,139182.10,20
4707,Player2,139305.10,20
4708,Player2,139319.70,40
4709,Player2,139330.30,40
4710,Player2,139341.00,40
4716,Player2,139453.00,60
4719,Player2,139515.70,20
4725,Player2,139659.70,40
4731,Player2,139818.50,80
4735,Player2,139879.70,40
4737,Player2,139923.70,80
4738,Player2,139947.70,20
4740,Player2,139995.70,20
4749,Player2,140209.40,20
4750,Player2,140226.70,40
4751,Player2,140274.70,60
4756,Draw,60.00,40
4762,Player2,140568.70,60
4766,Player2,140632.70,80
4771,Player2,140754.20,60
4773,Player2,140811.40,20
4775,Player2,140871.40,20
4777,Player2,140904.70,20
4778,Player2,140931.40,20
4781,Player2,141023.50,20
4782,Player2,141048.70,40
4784,Player2,141072.70,60
4789,Player2,141175.50,20
4790,Player2,141196.70,60
4792,Player2,141223.30,60
4793,Player2,141236.80,100
4795,Player2,141291.50,40
4796,Player2,141319.30,20
4797,Player2,141348.70,60
4801,Player2,141424.80,20
4802,Player2,141476.70,20
4803,Player2,141490.00,40
4806,Player2,141544.70,20
4811,Player2,141663.40,20
4813,Player2,141726.10,60
4817,Player2,141878.00,40
4818,Player2,141899.40,40
4820,Player2,141941.00,20
4821,Player2,141958.30,60
4823,Player2,142038.40,20
4824,Player2,142065.00,20
4828,Player2,142141.00,20
4829,Player2,142173.00,20
4830,Player2,142206.50,20
4832,Player2,142285.00,20
4834,Player2,142334.30,60
4836,Player2,142374.40,20
4837,Player2,142387.70,80
4843,Player2,142494.40,100
4848,Player2,142597.10,40
4849,Player2,142617.00,60
4850,Player2,142650.40,20
4851,Player2,142671.70,40
4854,Player2,142709.00,40
4855,Player2,142745.00,60
4863,Player2,142934.80,20
4864,Player2,142948.00,20
4868,Player2,143064.40,20
4872,Player2,143136.40,60
4873,Player2,143156.30,80
4877,Player2,143251.00,20
4878,Player2,143275.00,40
4879,Player2,143293.70,20
4883,Player2,143399.00,20
4884,Player2,143415.00,20
4886,Player2,143449.70,60
4900,Player2,143788.40,20
4904,Player2,143897.70,40
4905,Player2,143916.40,40
4910,Player2,143995.00,20
4911,Player2,144012.40,20
4913,Player2,144046.30,60
4914,Player2,144066.50,20
4915,Player2,144082.30,60
4916,Player2,144101.40,60
4917,Player2,144130.70,20
4920,Player2,144228.50,20
4926,Player2,144343.10,40
4927,Player2,144367.00,60
4931,Player2,144432.80,20
4932,Player2,144452.70,60
4934,Player2,144499.30,40
4935,Player2,144521.10,100
4941,Player2,144723.80,20
4942,Player2,144743.70,40
4946,Player2,144831.80,20
4947,Player2,144846.40,20
4951,Player2,144906.40,40
4954,Player2,145010.40,40
4955,Player2,145027.70,40
4956,Player2,145044.00,40
4958,Player2,145094.70,40
4960,Player2,145118.70,20
4963,Player2,145180.10,40
4964,Player2,145220.00,20
4970,Player2,145384.00,20
4971,Player2,145414.70,60
4979,Player2,145580.50,20
4980,Player2,145607.10,40
4984,Player2,145709.70,20
4995,Player2,145948.70,40
4999,Player2,146034.40,20
5001,Player2,146093.10,40
5004,Player2,146178.40,20
5008,Player2,146279.70,60
5011,Player2,146367.70,20
5012,Player2,146394.40,40
5013,Player2,146414.30,20
5014,Player2,146450.40,40
5015,Player2,146479.70,20
5016,Player2,146497.00,20
5017,Player2,146517.10,20
5021,Player2,146606.30,60
5025,Player2,146707.80,60
5026,Player2,146723.70,60
5027,Player2,146756.10,60
5028,Player2,146802.70,20
5031,Player2,146868.10,20
5033,Player2,146897.30,40
5036,Player2,146968.00,40
5038,Player2,147014.70,60
5039,Player2,147038.70,80
5040,Player2,147054.70,40
5041,Player2,147085.50,20
5044,Player2,147158.70,60
5048,Player2,147298.70,40
5049,Player2,147324.00,40
5052,Player2,147402.70,20
5057,Player2,147545.70,60
5060,Player2,147597.70,80
5064,Player2,147692.40,60
5065,Player2,147712.30,60
5066,Player2,147732.40,60
5067,Player2,147745.70,20
5073,Player2,147873.70,40
5077,Player2,147975.00,60
5080,Player2,148044.40,20
5081,Player2,148060.30,20
5082,Player2,148097.70,20
5083,Player2,148125.80,60
5087,Player2,148209.70,40
5088,Player2,148216.30,40
5091,Player2,148291.10,20
5095,Player2,148367.00,60
5096,Player2,148381.70,80
5097,Player2,148418.00,20
5098,Player2,148438.00,20
5099,Player2,148458.00,20
5100,Player2,148476.80,20
5101,Player2,148506.10,20
5102,Player2,148516.70,80
5104,Player2,148575.40,20
5110,Player2,148722.00,80
5114,Player2,148803.40,60
5115,Player2,148835.40,20
5117,Player2,148878.00,40
5118,Player2,148914.20,40
5124,Player2,149011.40,20
5125,Player2,149033.00,40
5130,Player2,149138.40,40
5133,Player2,149193.10,60
5137,Player2,149313.40,20
5138,Player2,149340.00,60
5142,Player2,149460.40,20
5147,Player2,149560.30,40
5150,Player2,149637.70,40
5151,Player2,149657.70,40
5155,Player2,149748.40,60
5156,Player2,149772.40,20
5160,Player2,149871.10,40
5161,Player2,149897.70,40
5163,Player2,149937.70,80
5164,Player2,149957.70,60
5166,Player2,150006.10,40
5169,Player2,150072.80,80
5173,Player2,150143.30,40
5176,Player2,150202.00,40
5177,Player2,150235.30,40
5181,Player2,150321.10,40
5182,Player2,150335.70,20
5183,Player2,150357.00,20
5184,Player2,150383.70,40
5189,Player2,150473.30,60
5190,Player2,150493.30,20
5192,Player2,150544.00,20
5194,Player2,150577.50,100
5195,Player2,150597.40,60
5198,Player2,150660.00,40
5199,Player2,150676.00,40
5200,Player2,150692.00,40
5201,Player2,150716.00,20
5203,Player2,150758.70,40
5206,Player2,150820.00,100
5207,Player2,150844.00,40
5210,Player2,150940.00,40
5211,Player2,150949.40,60
5212,Player2,150962.70,40
5216,Player2,151054.70,80
5217,Player2,151076.00,60
5219,Player2,151140.00,20
5220,Player2,151161.40,40
5221,Player2,151180.00,40
5222,Player2,151212.00,60
5223,Player2,151238.70,20
5227,Player2,151333.30,60
5232,Player2,151485.40,40
5233,Player2,151505.40,40
5236,Player2,151573.30,20
5237,Player2,151612.20,40
5240,Player2,151654.70,40
5241,Player2,151681.30,60
5244,Player2,151762.80,20
5245,Player2,151788.00,40
5246,Player2,151813.30,60
5248,Player2,151885.30,20
5252,Player2,151972.40,40
5256,Player2,152056.50,40
5258,Player2,152091.40,80
5263,Player2,152211.70,60
5265,Player2,152266.40,80
5269,Player2,152378.30,20
5275,Player2,152486.30,60
5276,Player2,152506.50,20
5285,Player2,152682.40,40
5287,Player2,152753.00,20
5291,Player2,152813.00,20
5293,Player2,152874.40,20
5298,Player2,152996.00,60
5299,Player2,153017.40,20
5301,Player2,153054.80,60
5302,Player2,153081.40,40
5305,Player2,153172.00,20
5306,Player2,153210.70,20
5308,Player2,153268.00,60
5309,Player2,153288.10,40
5312,Player2,153361.70,60
5313,Player2,153381.80,40
5314,Player2,153396.70,40
5315,Player2,153424.70,40
5316,Player2,153442.00,40
5317,Player2,153467.40,60
5319,Player2,153496.70,20
5325,Player2,153622.00,20
5327,Player2,153678.00,20
5328,Player2,153684.80,40
5330,Player2,153716.80,60
5331,Player2,153747.40,20
5332,Player2,153756.70,40
5333,Player2,153790.00,20
5335,Player2,153852.70,20
5340,Player2,153998.10,20
5343,Player2,154068.00,20
5344,Player2,154117.30,40
5349,Player2,154242.70,80
5350,Player2,154272.40,40
5351,Player2,154296.40,40
5353,Player2,154343.40,20
5354,Player2,154370.10,20
5355,Player2,154386.00,60
5357,Player2,154422.00,100
5359,Player2,154476.70,20
5360,Player2,154490.00,40
5361,Player2,154523.40,60
5362,Player2,154532.70,20
5363,Player2,154543.30,20
5365,Player2,154596.80,40
5366,Player2,154623.40,20
5367,Player2,154660.70,20
5368,Player2,154674.00,20
5370,Player2,154704.80,20
5371,Player2,154722.10,20
5374,Player2,154803.40,40
5382,Player2,155022.80,40
5383,Player2,155054.70,20
5389,Player2,155226.70,20
5390,Player2,155237.40,40
5391,Player2,155254.70,20
5392,Player2,155272.00,20
5393,Player2,155293.50,20
5394,Player2,155306.70,20
5395,Player2,155346.70,20
5398,Player2,155414.70,40
5399,Player2,155442.70,20
5400,Player2,155461.30,20
5403,Player2,155563.00,20
5406,Player2,155649.70,20
5408,Player2,155691.00,40
5409,Player2,155700.40,60
5411,Player2,155749.70,40
5412,Player2,155767.30,40
5413,Player2,155795.70,60
5414,Player2,155822.40,60
5419,Player2,155958.40,20
5420,Player2,156002.40,60
5421,Player2,156022.30,20
5423,Player2,156055.30,20
5426,Player2,156122.40,20
5427,Player2,156146.40,20
5428,Player2,156173.00,40
5429,Player2,156199.70,20
5430,Player2,156224.40,40
5437,Player2,156367.10,20
5439,Player2,156404.40,80
5441,Player2,156448.70,20
5442,Player2,156482.00,20
5445,Player2,156574.00,40
5447,Player2,156607.30,20
5452,Player2,156698.00,40
5453,Player2,156723.40,40
5457,Player2,156804.70,20
5462,Player2,156886.00,20
5464,Player2,156940.70,60
5465,Player2,156958.00,60
5466,Player2,156984.80,20
5468,Player2,157023.50,40
5473,Player2,157135.30,40
5474,Player2,157151.40,40
5475,Player2,157171.40,20
5476,Player2,157215.40,80
5477,Player2,157254.00,40
5478,Player2,157303.40,20
5481,Player2,157372.70,40
5483,Player2,157431.40,20
5484,Player2,157450.40,40
5486,Player2,157490.40,60
5488,Player2,157557.00,40
5489,Player2,157581.00,80
5490,Player2,157590.40,60
5494,Player2,157706.40,20
5495,Player2,157726.30,40
5496,Player2,157737.00,80
5499,Player2,157821.00,80
5504,Player2,157956.40,60
5505,Player2,157981.70,20
5506,Player2,158017.90,20
5510,Player2,158104.70,40
5515,Player2,158220.70,20
5516,Player2,158234.00,20
5517,Player2,158240.80,20
5520,Player2,158302.00,40
5521,Player2,158319.40,60
5525,Player2,158414.00,20
5526,Player2,158424.70,40
5531,Player2,158538.00,20
5532,Player2,158555.40,20
5533,Player2,158574.00,40
5534,Player2,158606.00,20
5535,Player2,158623.40,40
5539,Player2,158687.40,80
5541,Player2,158738.00,40
5547,Player2,158851.30,20
5548,Player2,158878.30,20
5550,Player2,158950.30,20
5555,Player2,159071.80,60
5557,Player2,159115.70,20
5559,Player2,159161.00,20
5563,Player2,159242.40,40
5564,Player2,159265.00,60
5568,Player2,159317.40,80
5569,Player2,159337.30,60
5571,Player2,159387.00,20
5573,Player2,159433.70,20
5577,Player2,159511.30,60
5578,Player2,159526.10,20
5580,Player2,159556.70,60
5581,Player2,159564.70,100
5583,Player2,159608.80,20
5591,Player2,159784.70,40
5592,Player2,159803.40,60
5597,Player2,159881.00,20
5598,Player2,159895.70,20
5602,Player2,159985.00,20
5603,Player2,160001.10,80
5606,Player2,160047.70,20
5610,Player2,160105.00,20
5614,Player2,160233.00,20
5618,Player2,160298.40,40
5619,Player2,160319.80,20
5621,Player2,160355.70,80
5627,Player2,160474.80,20
5628,Player2,160493.40,40
5629,Player2,160520.00,20
5631,Player2,160586.70,20
5632,Player2,160605.40,40
5633,Player2,160620.00,60
5635,Player2,160665.40,20
5636,Player2,160678.70,60
5638,Player2,160733.40,20
5639,Player2,160756.00,20
5640,Player2,160764.00,20
5648,Player2,160980.00,40
5650,Player2,161030.70,40
5658,Player2,161160.70,60
5660,Player2,161199.40,40
5662,Player2,161271.70,40
5663,Player2,161295.70,60
5665,Player2,161331.70,20
5667,Player2,161362.30,60
5669,Player2,161405.40,20
5670,Player2,161433.40,20
5672,Player2,161500.00,20
5675,Player2,161554.70,80
5677,Player2,161609.50,40
5678,Player2,161656.00,20
5681,Player2,161721.40,40
5685,Player2,161789.70,40
5686,Player2,161803.00,20
5689,Player2,161876.40,20
5691,Player2,161925.70,20
5692,Player2,161961.70,20
5696,Player2,162028.40,20
5697,Player2,162052.40,20
5704,Player2,162248.40,40
5705,Player2,162279.00,60
5715,Player2,162601.70,20
5717,Player2,162659.00,40
5719,Player2,162713.80,20
5720,Player2,162732.30,20
5723,Player2,162813.70,40
5727,Player2,162876.40,20
5728,Player2,162889.70,20
5731,Player2,162950.00,20
5732,Player2,162970.00,80
5733,Player2,162996.70,20
5735,Player2,163051.30,40
5736,Player2,163067.40,60
5737,Player2,163090.00,20
5739,Player2,163139.40,20
5744,Player2,163268.70,20
5748,Player2,163379.40,20
5749,Player2,163403.40,20
5750,Player2,163428.70,80
5751,Player2,163467.40,20
5755,Player2,163530.00,80
5756,Player2,163539.30,80
5757,Player2,163558.00,40
5761,Player2,163660.70,40
5767,Player2,163739.40,20
5768,Player2,163750.00,60
5771,Player2,163835.40,20
5773,Player2,163888.70,40
5774,Player2,163903.30,60
5777,Player2,163992.70,20
5787,Player2,164206.10,40
5788,Player2,164236.70,40
5790,Player2,164310.00,40
5791,Player2,164347.30,20
5792,Player2,164384.70,20
5793,Player2,164406.00,60
5794,Player2,164438.00,60
5795,Player2,164464.70,20
5802,Player2,164626.30,20
5803,Player2,164645.00,40
5804,Player2,164655.70,40
5805,Player2,164663.70,40
5806,Player2,164674.70,80
5807,Player2,164710.70,20
5808,Player2,164730.70,20
5809,Player2,164745.30,80
5811,Player2,164773.30,20
5817,Player2,164922.70,80
5818,Player2,164948.00,20
5819,Player2,164968.00,60
5821,Player2,164994.70,40
5822,Player2,165016.00,20
5828,Player2,165119.00,20
5829,Player2,165137.70,80
5830,Player2,165156.30,20
5832,Player2,165188.40,60
5833,Player2,165231.00,20
5834,Player2,165260.70,60
5837,Player2,165314.10,60
5840,Player2,165372.70,40
5843,Player2,165458.40,60
5844,Player2,165479.70,20
5848,Player2,165539.80,60
5849,Player2,165559.70,20
5852,Player2,165601.00,20
5853,Player2,165631.70,60
5854,Player2,165651.80,20
5858,Player2,165724.10,40
5859,Player2,165754.70,20
5863,Player2,165844.10,60
5864,Player2,165862.70,40
5868,Player2,165968.40,40
5869,Player2,165981.70,40
5875,Player2,166092.70,20
5877,Player2,166123.30,60
5882,Player2,166232.70,20
5885,Player2,166291.30,20
5887,Player2,166334.40,40
5890,Player2,166402.30,60
5891,Player2,166431.70,20
5892,Player2,166461.00,40
5901,Player2,166684.00,60
5903,Draw,60.00,20
5904,Player2,166793.70,60
5905,Player2,166820.40,80
5907,Player2,166876.40,40
5910,Player2,166975.00,60
5911,Player2,166996.30,100
5915,Player2,167083.30,20
5920,Player2,167194.00,20
5921,Player2,167230.20,40
5922,Player2,167247.30,40
5924,Player2,167278.30,40
5926,Player2,167303.40,20
5931,Player2,167386.30,60
5932,Player2,167395.70,20
5936,Player2,167471.80,20
5938,Player2,167503.70,20
5939,Player2,167513.10,80
5940,Player2,167538.30,40
5941,Player2,167554.30,40
5942,Player2,167577.00,20
5945,Player2,167626.30,40
5946,Player2,167653.00,40
5947,Player2,167685.00,40
5949,Player2,167734.30,20
5950,Player2,167756.00,60
5957,Player2,167941.30,20
5958,Player2,167966.70,20
5959,Player2,167985.30,20
5960,Player2,167992.10,60
5961,Player2,168010.80,20
5965,Player2,168060.70,40
5966,Player2,168076.80,40
5977,Player2,168344.00,20
5980,Player2,168413.70,60
5987,Player2,168595.10,20
5990,Player2,168664.30,20
5993,Player2,168727.00,20
5995,Player2,168757.70,20
5998,Player2,168803.10,40
5999,Player2,168828.30,60
6000,Player2,168847.30,20
6001,Player2,168874.00,40
6005,Player2,168947.70,40
6007,Player2,168975.70,20
6010,Player2,169043.70,40
6012,Player2,169085.00,20
6013,Player2,169126.30,40
6015,Player2,169173.10,20
6016,Player2,169181.10,20
6017,Player2,169213.00,20
6020,Player2,169259.70,60
6021,Player2,169273.00,40
6027,Player2,169378.70,40
6032,Player2,169472.00,20
6034,Player2,169520.10,40
6039,Player2,169637.40,20
6040,Player2,169658.70,80
6042,Player2,169684.00,20
6044,Player2,169728.00,20
6045,Player2,169744.00,40
6047,Player2,169784.10,60
6051,Player2,169897.30,60
6053,Player2,169925.70,60
6054,Player2,169944.70,60
6056,Player2,169988.70,40
6057,Player2,169998.10,60
6060,Player2,170051.40,20
6061,Player2,170087.40,40
6062,Player2,170115.30,20
6067,Player2,170255.40,20
6070,Player2,170308.70,40
6075,Player2,170458.00,20
6076,Player2,170491.30,80
6078,Player2,170515.50,20
6082,Player2,170629.00,20
6085,Player2,170705.00,40
6087,Player2,170744.00,80
6088,Player2,170772.10,20
6089,Player2,170803.00,60
6092,Player2,170871.00,20
6095,Player2,170932.30,40
6099,Player2,171025.00,40
6102,Player2,171067.70,20
6104,Player2,171091.70,60
6105,Player2,171125.00,20
6106,Player2,171155.70,40
6107,Player2,171173.00,80
6108,Player2,171191.70,40
6109,Player2,171210.30,20
6111,Player2,171273.00,20
6114,Player2,171334.30,80
6115,Player2,171342.30,40
6119,Player2,171417.30,80
6121,Player2,171446.70,20
6123,Player2,171533.70,20
6126,Player2,171608.40,20
6127,Player2,171625.70,20
6131,Player2,171691.00,40
6132,Player2,171705.80,40
6138,Player2,171864.30,40
6143,Player2,171960.70,60
6144,Player2,171979.30,20
6146,Player2,172026.30,60
6150,Player2,172134.40,20
6151,Player2,172157.00,40
6154,Player2,172207.70,40
6157,Player2,172288.20,60
6158,Player2,172308.00,40
6159,Player2,172324.00,40
6162,Player2,172398.70,20
6165,Player2,172453.50,20
6172,Player2,172631.40,40
6173,Player2,172664.80,60
6174,Player2,172708.80,40
6175,Player2,172735.50,40
6178,Player2,172800.70,40
6181,Player2,172860.70,40
6188,Player2,173015.70,20
6189,Player2,173031.70,60
6190,Player2,173041.00,60
6191,Player2,173066.40,20
6192,Player2,173074.30,40
6195,Player2,173120.00,20
6200,Player2,173204.00,40
6201,Player2,173230.70,40
6203,Player2,173257.30,40
6205,Player2,173289.40,20
6207,Player2,173333.40,40
6211,Player2,173427.00,40
6212,Player2,173453.70,20
6215,Player2,173526.10,40
6217,Player2,173594.20,40
6218,Player2,173607.30,80
6220,Player2,173648.70,40
6221,Player2,173699.40,20
6222,Player2,173718.00,20
6229,Player2,173839.30,80
6230,Player2,173880.70,20
6231,Player2,173891.40,100
6233,Player2,173940.70,40
6235,Player2,173964.70,60
6239,Player2,174014.40,20
6241,Player2,174053.00,20
6243,Player2,174085.00,40
6245,Player2,174145.00,20
6254,Player2,174414.70,20
6260,Player2,174529.30,20
6261,Player2,174553.30,20
6262,Player2,174568.00,80
6263,Player2,174594.70,40
6266,Player2,174673.30,20
6269,Player2,174710.70,60
6270,Player2,174724.00,60
6274,Player2,174796.00,20
6278,Player2,174868.10,20
6279,Player2,174886.80,40
6282,Player2,174963.00,20
6287,Player2,175084.30,20
6288,Player2,175115.00,20
6290,Player2,175169.70,40
6292,Player2,175232.40,20
6293,Player2,175243.00,20
6297,Player2,175311.30,60
6301,Player2,175392.70,80
6302,Player2,175408.70,40
6306,Player2,175511.40,20
6307,Player2,175534.10,40
6308,Player2,175543.30,40
6309,Player2,175562.00,60
6311,Player2,175599.40,20
6313,Player2,175647.30,60
6317,Player2,175735.30,20
6321,Player2,175844.70,60
6327,Player2,175947.40,40
6328,Player2,175962.10,20
6329,Player2,175988.70,20
6333,Player2,176071.30,40
6346,Player2,176366.10,40
6347,Player2,176382.00,60
6350,Player2,176433.00,40
6353,Player2,176497.00,60
6354,Player2,176513.00,60
6357,Player2,176590.40,40
6358,Player2,176603.70,60
6359,Player2,176619.90,40
6360,Player2,176635.80,20
6362,Player2,176669.10,60
6366,Player2,176761.00,20
6367,Player2,176782.30,80
6370,Player2,176873.00,20
6379,Player2,177061.70,20
6382,Player2,177111.00,20
6383,Player2,177131.00,60
6385,Player2,177169.70,20
6386,Player2,177189.70,20
6390,Player2,177255.00,20
6391,Player2,177268.30,40
6392,Player2,177277.70,20
6393,Player2,177288.60,40
6395,Player2,177314.00,60
6397,Player2,177342.20,60
6398,Player2,177356.70,80
6399,Player2,177370.00,20
6401,Player2,177438.00,20
6402,Player2,177466.00,60
6403,Player2,177504.70,20
6404,Player2,177540.70,20
6405,Player2,177582.10,20
6406,Player2,177591.30,40
6407,Player2,177611.40,60
6408,Player2,177628.70,60
6410,Player2,177667.40,40
6411,Player2,177675.30,60
6417,Player2,177842.10,20
6421,Player2,177915.70,40
6422,Player2,177934.30,20
6423,Player2,177945.10,60
6431,Player2,178121.00,40
6432,Player2,178145.20,20
6433,Player2,178190.40,40
6434,Player2,178222.30,20
6436,Player2,178270.40,40
6438,Player2,178326.40,80
6439,Player2,178353.10,80
6444,Player2,178457.00,40
6449,Player2,178569.30,60
6452,Player2,178655.10,40
6455,Player2,178709.70,40
6456,Player2,178727.10,40
6460,Player2,178811.00,60
6461,Player2,178821.70,40
6462,Player2,178838.00,40
6463,Player2,178855.30,20
6464,Player2,178876.80,40
6465,Player2,178901.10,20
6466,Player2,178947.70,20
6467,Player2,178986.30,20
6469,Player2,179017.00,20
6471,Player2,179073.00,60
6474,Player2,179127.70,40
6476,Player2,179189.00,60
6477,Player2,179207.70,80
6482,Player2,179282.40,20
6483,Player2,179299.70,80
6487,Player2,179379.70,20
6488,Player2,179397.00,60
6489,Player2,179422.40,40
6490,Player2,179438.40,100
6493,Player2,179502.50,40
6495,Player2,179549.00,20
6497,Player2,179602.30,20
6498,Player2,179618.40,20
6500,Player2,179662.30,20
6501,Player2,179675.70,60
6503,Player2,179718.30,80
6504,Player2,179738.40,40
6505,Player2,179751.70,40
6506,Player2,179766.30,40
6510,Player2,179841.10,60
6512,Player2,179907.70,40
6513,Player2,179937.30,60
6515,Player2,179990.70,20
6523,Player2,180137.40,60
6524,Player2,180145.30,60
6525,Player2,180177.50,60
6528,Player2,180245.70,20
6532,Player2,180316.40,80
6537,Player2,180431.40,40
6541,Player2,180534.00,60
6544,Player2,180582.00,20
6546,Player2,180629.00,60
6551,Player2,180759.70,20
6554,Player2,180813.00,40
6555,Player2,180846.30,60
6558,Player2,180905.40,60
6560,Player2,180936.00,20
6568,Player2,181090.30,40
6569,Player2,181118.40,40
6572,Player2,181206.30,60
6575,Player2,181293.00,40
6579,Player2,181389.00,20
6580,Player2,181433.00,40
6583,Player2,181489.00,20
6584,Player2,181502.40,60
6586,Player2,181535.80,40
6587,Player2,181555.70,20
6591,Player2,181679.10,20
6597,Player2,181765.00,60
6600,Player2,181829.00,20
6601,Player2,181855.70,20
6602,Player2,181869.00,20
6604,Player2,181902.50,40
6612,Player2,182022.70,80
6615,Player2,182086.90,60
6619,Player2,182200.10,20
6620,Player2,182217.30,40
6624,Player2,182308.10,40
6625,Player2,182325.30,20
6626,Player2,182340.00,40
6628,Player2,182398.80,60
6632,Player2,182475.00,20
6633,Player2,182499.00,20
6634,Player2,182515.10,40
6635,Player2,182535.00,40
6636,Player2,182563.00,20
6638,Player2,182605.70,40
6640,Player2,182651.10,20
6643,Player2,182715.30,20
6644,Player2,182731.50,40
6645,Player2,182754.00,20
6649,Player2,182852.80,20
6650,Player2,182879.40,20
